plot_lctn,sgg_cd,emd_cd,plot_gbn,bun,ji,bd_rgst_pk,dstrct_gbn_cd,dstrct_gbn_nm,dstrct_cd,dstrct_nm,etc_dstrct_nm,crtn_day
서울특별시 영등포구 신길동 196-20번지,11560,13200,0,196,20,11560-21091,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 196-21번지,11560,13200,0,196,21,11560-21092,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 196-21번지,11560,13200,0,196,21,11560-21092,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 196-33번지,11560,13200,0,196,33,11560-21101,1,용도지역코드,1020,일반주거지역,일반주거지역,20200403
서울특별시 영등포구 신길동 196-33번지,11560,13200,0,196,33,11560-21101,2,용도지구코드,,,주차장정비지구,20200403
서울특별시 영등포구 신길동 196-35번지,11560,13200,0,196,35,11560-21102,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 196-35번지,11560,13200,0,196,35,11560-21102,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 196-5번지,11560,13200,0,196,5,11560-21077,1,용도지역코드,1020,일반주거지역,일반주거지역,20230405
서울특별시 영등포구 신길동 196-5번지,11560,13200,0,196,5,11560-21077,2,용도지구코드,,,제4종미관지구,20230405
서울특별시 영등포구 신길동 196-7번지,11560,13200,0,196,7,11560-21079,1,용도지역코드,1020,일반주거지역,일반주거지역,20180726
서울특별시 영등포구 신길동 196-8번지,11560,13200,0,196,8,11560-21080,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 196-9번지,11560,13200,0,196,9,11560-21081,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 197-7번지,11560,13200,0,197,7,11560-21112,2,용도지구코드,,,주차장정비지구,20190222
서울특별시 영등포구 신길동 197-7번지,11560,13200,0,197,7,11560-21112,1,용도지역코드,1020,일반주거지역,일반주거지역,20190222
서울특별시 영등포구 신길동 197-8번지,11560,13200,0,197,8,11560-21113,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 198-12번지,11560,13200,0,198,12,11560-21123,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 198-5번지,11560,13200,0,198,5,11560-100220298,2,용도지구코드,UDA100,재정비촉진지구,,20210628
서울특별시 영등포구 신길동 198-5번지,11560,13200,0,198,5,11560-100220298,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20210628
서울특별시 영등포구 신길동 198-5번지,11560,13200,0,198,5,11560-100220298,1,용도지역코드,UQA001,도시지역,도시지역,20210628
서울특별시 영등포구 신길동 198-6번지,11560,13200,0,198,6,11560-21119,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 198-6번지,11560,13200,0,198,6,11560-21119,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 198-7번지,11560,13200,0,198,7,11560-21120,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 198-7번지,11560,13200,0,198,7,11560-21120,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 199-17번지,11560,13200,0,199,17,11560-21147,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 199-17번지,11560,13200,0,199,17,11560-21147,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 199-20번지,11560,13200,0,199,20,11560-21150,2,용도지구코드,,,주차장정비지구,20190119
서울특별시 영등포구 신길동 199-20번지,11560,13200,0,199,20,11560-21150,1,용도지역코드,1020,일반주거지역,일반주거지역,20190119
서울특별시 영등포구 신길동 199-22번지,11560,13200,0,199,22,11560-21152,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 199-23번지,11560,13200,0,199,23,11560-21153,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 199-24번지,11560,13200,0,199,24,11560-21154,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 199-31번지,11560,13200,0,199,31,11560-21159,1,용도지역코드,1020,일반주거지역,일반주거지역,20210427
서울특별시 영등포구 신길동 199-31번지,11560,13200,0,199,31,11560-21159,2,용도지구코드,,,주차장정비지구,20210427
서울특별시 영등포구 신길동 199-3번지,11560,13200,0,199,3,11560-100235767,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20200804
서울특별시 영등포구 신길동 199-9번지,11560,13200,0,199,9,11560-21141,1,용도지역코드,1020,일반주거지역,,20180405
서울특별시 영등포구 신길동 1993번지,11560,13200,0,1993,0,11560-26948,1,용도지역코드,1020,일반주거지역,일반주거지역,20171205
서울특별시 영등포구 신길동 1993번지,11560,13200,0,1993,0,11560-26947,1,용도지역코드,1020,일반주거지역,일반주거지역,20171205
서울특별시 영등포구 신길동 2-10번지,11560,13200,0,2,10,11560-18043,2,용도지구코드,,,주차장정비지구,20191021
서울특별시 영등포구 신길동 2-10번지,11560,13200,0,2,10,11560-18043,1,용도지역코드,1020,일반주거지역,일반주거지역,20191021
서울특별시 영등포구 신길동 2-11번지,11560,13200,0,2,11,11560-18044,1,용도지역코드,1020,일반주거지역,일반주거지역,20190924
서울특별시 영등포구 신길동 2-13번지,11560,13200,0,2,13,11560-18046,1,용도지역코드,1020,일반주거지역,일반주거지역,20240311
서울특별시 영등포구 신길동 2-13번지,11560,13200,0,2,13,11560-18045,1,용도지역코드,1020,일반주거지역,일반주거지역,20240311
서울특별시 영등포구 신길동 2-14번지,11560,13200,0,2,14,11560-18047,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-15번지,11560,13200,0,2,15,11560-18048,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-16번지,11560,13200,0,2,16,11560-18049,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-18번지,11560,13200,0,2,18,11560-18050,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-1번지,11560,13200,0,2,1,11560-100188033,1,용도지역코드,0100,도시지역,도시지역,20190530
서울특별시 영등포구 신길동 2-1번지,11560,13200,0,2,1,11560-100188033,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 2-22번지,11560,13200,0,2,22,11560-18051,1,용도지역코드,1020,일반주거지역,일반주거지역,20211111
서울특별시 영등포구 신길동 2-24번지,11560,13200,0,2,24,11560-18053,1,용도지역코드,1020,일반주거지역,일반주거지역,20230302
서울특별시 영등포구 신길동 2-25번지,11560,13200,0,2,25,11560-18054,1,용도지역코드,1020,일반주거지역,일반주거지역,20220628
서울특별시 영등포구 신길동 2-27번지,11560,13200,0,2,27,11560-18056,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-33번지,11560,13200,0,2,33,11560-18057,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-35번지,11560,13200,0,2,35,11560-18058,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-36번지,11560,13200,0,2,36,11560-18059,1,용도지역코드,1020,일반주거지역,일반주거지역,20220906
서울특별시 영등포구 신길동 2-38번지,11560,13200,0,2,38,11560-29091,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 2-39번지,11560,13200,0,2,39,11560-18060,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 2-40번지,11560,13200,0,2,40,11560-100187064,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 2-4번지,11560,13200,0,2,4,11560-100190114,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 2-4번지,11560,13200,0,2,4,11560-100190114,1,용도지역코드,0100,도시지역,도시지역,20190530
서울특별시 영등포구 신길동 2-52번지,11560,13200,0,2,52,11560-100188073,1,용도지역코드,0100,도시지역,도시지역,20190530
서울특별시 영등포구 신길동 2-52번지,11560,13200,0,2,52,11560-100188073,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 2-5번지,11560,13200,0,2,5,11560-18040,1,용도지역코드,1020,일반주거지역,일반주거지역,20170210
서울특별시 영등포구 신길동 2-6번지,11560,13200,0,2,6,11560-100188513,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 2-7번지,11560,13200,0,2,7,11560-18041,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20170224
서울특별시 영등포구 신길동 2-9번지,11560,13200,0,2,9,11560-18042,1,용도지역코드,1020,일반주거지역,일반주거지역,20170224
서울특별시 영등포구 신길동 200-13번지,11560,13200,0,200,13,11560-21171,2,용도지구코드,,,주차장정비지구,20230703
서울특별시 영등포구 신길동 200-13번지,11560,13200,0,200,13,11560-21171,1,용도지역코드,1020,일반주거지역,일반주거지역,20230703
서울특별시 영등포구 신길동 200-19번지,11560,13200,0,200,19,11560-21178,1,용도지역코드,1020,일반주거지역,일반주거지역,20220825
서울특별시 영등포구 신길동 200-19번지,11560,13200,0,200,19,11560-21178,2,용도지구코드,,,주차장정비지구,20220825
서울특별시 영등포구 신길동 200-35번지,11560,13200,0,200,35,11560-21182,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 200-35번지,11560,13200,0,200,35,11560-21182,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 200-48번지,11560,13200,0,200,48,11560-21190,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20170713
서울특별시 영등포구 신길동 2001-3번지,11560,13200,0,2001,3,11560-100212457,1,용도지역코드,UQA121,제1종일반주거지역,,20220106
서울특별시 영등포구 신길동 2001-3번지,11560,13200,0,2001,3,11560-100212457,1,용도지역코드,UQA123,제3종일반주거지역,,20220106
서울특별시 영등포구 신길동 2001-3번지,11560,13200,0,2001,3,11560-100212457,2,용도지구코드,UDA100,재정비촉진지구,,20220106
서울특별시 영등포구 신길동 2001-3번지,11560,13200,0,2001,3,11560-26955,1,용도지역코드,1020,일반주거지역,일반주거지역,20220106
서울특별시 영등포구 신길동 2001번지,11560,13200,0,2001,0,11560-26954,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-19번지,11560,13200,0,201,19,11560-21221,1,용도지역코드,1020,일반주거지역,일반주거지역,20170722
서울특별시 영등포구 신길동 201-19번지,11560,13200,0,201,19,11560-21221,2,용도지구코드,,,주차장정비지구,20170722
서울특별시 영등포구 신길동 201-24번지,11560,13200,0,201,24,11560-21226,1,용도지역코드,1020,일반주거지역,일반주거지역,20170706
서울특별시 영등포구 신길동 201-33번지,11560,13200,0,201,33,11560-21230,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-33번지,11560,13200,0,201,33,11560-21230,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 201-34번지,11560,13200,0,201,34,11560-21231,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-36번지,11560,13200,0,201,36,11560-21232,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 201-41번지,11560,13200,0,201,41,11560-21237,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-41번지,11560,13200,0,201,41,11560-21237,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 201-42번지,11560,13200,0,201,42,11560-21238,1,용도지역코드,1020,일반주거지역,일반주거지역,20171020
서울특별시 영등포구 신길동 201-45번지,11560,13200,0,201,45,11560-21240,2,용도지구코드,,,주차장정비지구,20190903
서울특별시 영등포구 신길동 201-45번지,11560,13200,0,201,45,11560-21240,1,용도지역코드,1020,일반주거지역,일반주거지역,20190903
서울특별시 영등포구 신길동 201-47번지,11560,13200,0,201,47,11560-21241,1,용도지역코드,1020,일반주거지역,일반주거지역,20181016
서울특별시 영등포구 신길동 201-50번지,11560,13200,0,201,50,11560-21243,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-50번지,11560,13200,0,201,50,11560-21243,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 201-51번지,11560,13200,0,201,51,11560-21244,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 201-51번지,11560,13200,0,201,51,11560-21244,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-52번지,11560,13200,0,201,52,11560-21245,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-52번지,11560,13200,0,201,52,11560-21245,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 201-56번지,11560,13200,0,201,56,11560-21248,1,용도지역코드,1020,일반주거지역,일반주거지역,20210827
서울특별시 영등포구 신길동 201-56번지,11560,13200,0,201,56,11560-21248,2,용도지구코드,,,주차장정비지구,20210827
서울특별시 영등포구 신길동 201-65번지,11560,13200,0,201,65,11560-29305,2,용도지구코드,,,주거환경개선지구,20170728
서울특별시 영등포구 신길동 201-65번지,11560,13200,0,201,65,11560-29305,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-80번지,11560,13200,0,201,80,11560-21256,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-80번지,11560,13200,0,201,80,11560-21256,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 201-83번지,11560,13200,0,201,83,11560-21257,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-83번지,11560,13200,0,201,83,11560-21257,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 201-9번지,11560,13200,0,201,9,11560-21214,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 201-9번지,11560,13200,0,201,9,11560-21214,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 202-124번지,11560,13200,0,202,124,11560-21298,1,용도지역코드,1020,일반주거지역,일반주거지역,20240313
서울특별시 영등포구 신길동 202-125번지,11560,13200,0,202,125,11560-21299,1,용도지역코드,1020,일반주거지역,일반주거지역,20210709
서울특별시 영등포구 신길동 202-15번지,11560,13200,0,202,15,11560-21264,1,용도지역코드,1020,일반주거지역,일반주거지역,20170527
서울특별시 영등포구 신길동 202-184번지,11560,13200,0,202,184,11560-100227019,1,용도지역코드,UQA001,도시지역,도시지역,20190530
서울특별시 영등포구 신길동 202-184번지,11560,13200,0,202,184,11560-100227019,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 202-187번지,11560,13200,0,202,187,11560-21303,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202-18번지,11560,13200,0,202,18,11560-21265,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202-1번지,11560,13200,0,202,1,11560-21261,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202-21번지,11560,13200,0,202,21,11560-21267,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202-235번지,11560,13200,0,202,235,11560-21308,1,용도지역코드,1020,일반주거지역,일반주거지역,20220702
서울특별시 영등포구 신길동 202-23번지,11560,13200,0,202,23,11560-21268,1,용도지역코드,1020,일반주거지역,일반주거지역,20170209
서울특별시 영등포구 신길동 202-28번지,11560,13200,0,202,28,11560-100227218,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 202-28번지,11560,13200,0,202,28,11560-100227218,1,용도지역코드,UQA001,도시지역,도시지역,20190530
서울특별시 영등포구 신길동 202-45번지,11560,13200,0,202,45,11560-21273,1,용도지역코드,1020,일반주거지역,일반주거지역,20170708
서울특별시 영등포구 신길동 202-66번지,11560,13200,0,202,66,11560-21281,1,용도지역코드,1020,일반주거지역,일반주거지역,20170531
서울특별시 영등포구 신길동 202-73번지,11560,13200,0,202,73,11560-21282,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202-74번지,11560,13200,0,202,74,11560-21283,1,용도지역코드,1020,일반주거지역,일반주거지역,20190718
서울특별시 영등포구 신길동 202-75번지,11560,13200,0,202,75,11560-21284,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 202-75번지,11560,13200,0,202,75,11560-21284,1,용도지역코드,UQA001,도시지역,도시지역,20170728
서울특별시 영등포구 신길동 202-76번지,11560,13200,0,202,76,11560-21285,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202-77번지,11560,13200,0,202,77,11560-21286,1,용도지역코드,1020,일반주거지역,일반주거지역,20170718
서울특별시 영등포구 신길동 202-82번지,11560,13200,0,202,82,11560-21289,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202번지,11560,13200,0,202,0,11560-21259,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 202번지,11560,13200,0,202,0,11560-21260,1,용도지역코드,1020,일반주거지역,일반주거지역,20200603
서울특별시 영등포구 신길동 203-1번지,11560,13200,0,203,1,11560-21311,1,용도지역코드,1020,일반주거지역,일반주거지역,20230414
서울특별시 영등포구 신길동 203-5번지,11560,13200,0,203,5,11560-21312,1,용도지역코드,1020,일반주거지역,일반주거지역,20170223
서울특별시 영등포구 신길동 203-5번지,11560,13200,0,203,5,11560-21312,2,용도지구코드,,,주차장정비지구,20170223
서울특별시 영등포구 신길동 204-11번지,11560,13200,0,204,11,11560-100228883,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 204-15번지,11560,13200,0,204,15,11560-21322,2,용도지구코드,UDA100,재정비촉진지구,재정비촉진지구,20210628
서울특별시 영등포구 신길동 204-15번지,11560,13200,0,204,15,11560-21322,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20210628
서울특별시 영등포구 신길동 204-16번지,11560,13200,0,204,16,11560-21323,1,용도지역코드,1020,일반주거지역,일반주거지역,20220822
서울특별시 영등포구 신길동 204-16번지,11560,13200,0,204,16,11560-21323,2,용도지구코드,,,주차장정비지구,20220822
서울특별시 영등포구 신길동 204-19번지,11560,13200,0,204,19,11560-21324,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-20번지,11560,13200,0,204,20,11560-21325,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-23번지,11560,13200,0,204,23,11560-21326,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-24번지,11560,13200,0,204,24,11560-21327,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-25번지,11560,13200,0,204,25,11560-21328,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-26번지,11560,13200,0,204,26,11560-21329,1,용도지역코드,1020,일반주거지역,일반주거지역,20180410
서울특별시 영등포구 신길동 204-28번지,11560,13200,0,204,28,11560-21330,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-32번지,11560,13200,0,204,32,11560-21331,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-33번지,11560,13200,0,204,33,11560-21332,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-3번지,11560,13200,0,204,3,11560-21314,1,용도지역코드,1020,일반주거지역,일반주거지역,20171024
서울특별시 영등포구 신길동 204-4번지,11560,13200,0,204,4,11560-21315,1,용도지역코드,1020,일반주거지역,일반주거지역,20180511
서울특별시 영등포구 신길동 204-5번지,11560,13200,0,204,5,11560-21316,1,용도지역코드,1020,일반주거지역,일반주거지역,20210312
서울특별시 영등포구 신길동 204-6번지,11560,13200,0,204,6,11560-21317,1,용도지역코드,1020,일반주거지역,일반주거지역,20170707
서울특별시 영등포구 신길동 204-7번지,11560,13200,0,204,7,11560-21318,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 204-8번지,11560,13200,0,204,8,11560-21319,1,용도지역코드,1020,일반주거지역,일반주거지역,20200227
서울특별시 영등포구 신길동 204-9번지,11560,13200,0,204,9,11560-100229018,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 205-100번지,11560,13200,0,205,100,11560-21369,1,용도지역코드,1020,일반주거지역,일반주거지역,20231026
서울특별시 영등포구 신길동 205-101번지,11560,13200,0,205,101,11560-21370,1,용도지역코드,1020,일반주거지역,일반주거지역,20180823
서울특별시 영등포구 신길동 205-102번지,11560,13200,0,205,102,11560-29314,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-10번지,11560,13200,0,205,10,11560-21339,1,용도지역코드,1020,일반주거지역,일반주거지역,20230925
서울특별시 영등포구 신길동 205-123번지,11560,13200,0,205,123,11560-21372,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-123번지,11560,13200,0,205,123,11560-21371,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-126번지,11560,13200,0,205,126,11560-21373,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 205-126번지,11560,13200,0,205,126,11560-21373,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-127번지,11560,13200,0,205,127,11560-21374,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-128번지,11560,13200,0,205,128,11560-21375,1,용도지역코드,1020,일반주거지역,일반주거지역,20170613
서울특별시 영등포구 신길동 205-129번지,11560,13200,0,205,129,11560-21376,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-12번지,11560,13200,0,205,12,11560-21340,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-130번지,11560,13200,0,205,130,11560-21377,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-133번지,11560,13200,0,205,133,11560-21378,1,용도지역코드,1020,일반주거지역,일반주거지역,20220817
서울특별시 영등포구 신길동 205-134번지,11560,13200,0,205,134,11560-21379,1,용도지역코드,1020,일반주거지역,일반주거지역,20170603
서울특별시 영등포구 신길동 205-135번지,11560,13200,0,205,135,11560-21380,1,용도지역코드,1020,일반주거지역,일반주거지역,20200915
서울특별시 영등포구 신길동 205-136번지,11560,13200,0,205,136,11560-21381,1,용도지역코드,1020,일반주거지역,일반주거지역,20200730
서울특별시 영등포구 신길동 205-139번지,11560,13200,0,205,139,11560-21382,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 205-140번지,11560,13200,0,205,140,11560-21383,1,용도지역코드,1020,일반주거지역,일반주거지역,20180622
서울특별시 영등포구 신길동 205-141번지,11560,13200,0,205,141,11560-21384,1,용도지역코드,1020,일반주거지역,일반주거지역,20170328
서울특별시 영등포구 신길동 205-141번지,11560,13200,0,205,141,11560-21384,2,용도지구코드,,,주차장정비지구,20170328
서울특별시 영등포구 신길동 205-142번지,11560,13200,0,205,142,11560-21385,1,용도지역코드,1020,일반주거지역,일반주거지역,20210504
서울특별시 영등포구 신길동 205-143번지,11560,13200,0,205,143,11560-21386,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-144번지,11560,13200,0,205,144,11560-21387,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-145번지,11560,13200,0,205,145,11560-21388,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-146번지,11560,13200,0,205,146,11560-21389,1,용도지역코드,1022,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 205-147번지,11560,13200,0,205,147,11560-21390,1,용도지역코드,1020,일반주거지역,일반주거지역,20220809
서울특별시 영등포구 신길동 205-147번지,11560,13200,0,205,147,11560-21390,2,용도지구코드,,,주차장정비지구,20220809
서울특별시 영등포구 신길동 205-148번지,11560,13200,0,205,148,11560-21391,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-149번지,11560,13200,0,205,149,11560-100225831,3,용도구역코드,UOA100,학교환경위생정화구역,학교환경위생 정화구역,20190530
서울특별시 영등포구 신길동 205-149번지,11560,13200,0,205,149,11560-100225831,2,용도지구코드,UNE200,대공방어협조구역,대공방어협조구역,20190530
서울특별시 영등포구 신길동 205-149번지,11560,13200,0,205,149,11560-100225831,2,용도지구코드,UDA100,재정비촉진지구,재정비촉진지구,20190530
서울특별시 영등포구 신길동 205-149번지,11560,13200,0,205,149,11560-100225831,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20190530
서울특별시 영등포구 신길동 205-149번지,11560,13200,0,205,149,11560-100225831,1,용도지역코드,UQA001,도시지역,도시지역,20190530
서울특별시 영등포구 신길동 205-14번지,11560,13200,0,205,14,11560-21341,1,용도지역코드,UQA001,도시지역,도시지역,20170728
서울특별시 영등포구 신길동 205-14번지,11560,13200,0,205,14,11560-21341,2,용도지구코드,UDA100,재정비촉진지구,재정비촉진지구,20170728
서울특별시 영등포구 신길동 205-14번지,11560,13200,0,205,14,11560-21341,1,용도지역코드,UQA122,제2종일반주거지역,제2종일반주거지역,20170728
서울특별시 영등포구 신길동 205-151번지,11560,13200,0,205,151,11560-21392,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-153번지,11560,13200,0,205,153,11560-21393,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 205-153번지,11560,13200,0,205,153,11560-21393,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-157번지,11560,13200,0,205,157,11560-21394,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-161번지,11560,13200,0,205,161,11560-21395,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 신길동 205-161번지,11560,13200,0,205,161,11560-21395,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-162번지,11560,13200,0,205,162,11560-21396,1,용도지역코드,1020,일반주거지역,일반주거지역,20190806
서울특별시 영등포구 신길동 205-162번지,11560,13200,0,205,162,11560-21396,2,용도지구코드,,,주차장정비지구,20190806
서울특별시 영등포구 신길동 205-163번지,11560,13200,0,205,163,11560-21397,1,용도지역코드,1020,일반주거지역,일반주거지역,20170728
서울특별시 영등포구 신길동 205-167번지,11560,13200,0,205,167,11560-21398,1,용도지역코드,1020,일반주거지역,일반주거지역,20200409
서울특별시 영등포구 신길동 205-167번지,11560,13200,0,205,167,11560-21398,2,용도지구코드,,,주차장정비지구,20200409
