carpark_nm,carpark_gbn,carpark_type,slots,lon,lat
대림3동 03구역,거주자우선,구간,,126.898192944349,37.4944633859615
대림3동 03구역,거주자우선,구간,,126.898156140996,37.4945016470206
대림3동 03구역,거주자우선,개별,,126.898071085233,37.4946817749818
대림3동 03구역,거주자우선,구간,,126.897966132508,37.4949407237647
대림3동 03구역,거주자우선,구간,,126.897971829499,37.4949091934565
대림3동 03구역,거주자우선,구간,,126.897994488742,37.4948776777949
대림3동 03구역,거주자우선,구간,,126.898000188779,37.4948438949712
대림3동 03구역,거주자우선,개별,,126.897827162337,37.495267218513
대림3동 03구역,거주자우선,개별,,126.897807302341,37.4953190092072
대림3동 03구역,거주자우선,개별,,126.897787426968,37.4953820624651
대림3동 03구역,거주자우선,개별,,126.897526715574,37.4958368448525
대림3동 03구역,거주자우선,개별,,126.897504028138,37.495888633038
대림3동 03구역,거주자우선,개별,,126.897484167753,37.4959404236719
대림3동 03구역,거주자우선,개별,,126.897441632136,37.496034992421
대림3동 03구역,거주자우선,개별,,126.897186391469,37.4966204246632
대림3동 03구역,거주자우선,개별,,126.897146672933,37.4967217532933
대림3동 03구역,거주자우선,개별,,126.897055927058,37.4969244006541
대림3동 03구역,거주자우선,개별,,126.896987862688,37.4970797648931
대림3동 03구역,거주자우선,개별,,126.896188380624,37.4986918659069
대림3동 03구역,거주자우선,개별,,126.896145907315,37.498739131387
대림3동 03구역,거주자우선,개별,,126.896332704152,37.4985928819903
대림3동 03구역,거주자우선,개별,,126.896380853409,37.4985298538161
대림3동 03구역,거주자우선,구간,,126.89637448221,37.4970026429187
대림3동 03구역,거주자우선,구간,,126.896329263813,37.4969913406682
대림3동 03구역,거주자우선,구간,,126.896286878781,37.4969755358569
대림3동 03구역,거주자우선,구간,,126.896224700802,37.4969619661607
대림3동 03구역,거주자우선,구간,,126.896165349967,37.4969483989166
대림3동 03구역,거주자우선,구간,,126.896103175153,37.4969325766436
대림3동 03구역,거주자우선,구간,,126.895964705633,37.496889656988
대림3동 03구역,거주자우선,구간,,126.895894049556,37.4968738271356
대림3동 03구역,거주자우선,구간,,126.895814915286,37.4968557372487
대림3동 03구역,거주자우선,구간,,126.895749904113,37.4968466698348
대림3동 03구역,거주자우선,구간,,126.895690559721,37.4968285973266
대림3동 03구역,거주자우선,구간,,126.895611422413,37.4968127598162
대림3동 03구역,거주자우선,구간,,126.895535109117,37.4967991772655
대림3동 03구역,거주자우선,개별,,126.895475993993,37.4966166712137
대림3동 03구역,거주자우선,개별,,126.89581351199,37.4958308413502
대림3동 03구역,거주자우선,개별,,126.895921347354,37.4955381093232
대림3동 03구역,거주자우선,개별,,126.896099502545,37.4955022258859
대림3동 03구역,거주자우선,개별,,126.896342661382,37.49547991433
대림3동 03구역,거주자우선,개별,,126.896257780869,37.4955293951764
대림3동 03구역,거주자우선,개별,,126.896311507606,37.4955204322799
대림3동 03구역,거주자우선,개별,,126.896368061396,37.495511471839
대림3동 03구역,거주자우선,개별,,126.897196144938,37.495692396627
대림3동 03구역,거주자우선,개별,,126.89728092938,37.4957127430206
대림3동 03구역,거주자우선,개별,,126.897422239965,37.4957444010281
대림3동 03구역,거주자우선,구간,,126.897153812969,37.4956382993974
대림3동 03구역,거주자우선,구간,,126.897224474323,37.4956496234716
대림3동 03구역,거주자우선,구간,,126.8972894723,37.495667700128
대림3동 03구역,거주자우선,구간,,126.897351640151,37.4956880268055
대림3동 03구역,거주자우선,개별,,126.896847389401,37.496437675374
대림3동 03구역,거주자우선,개별,,126.896572849896,37.4966626869043
대림3동 03구역,거주자우선,개별,,126.896604031957,37.4966018962774
대림3동 03구역,거주자우선,구간,,126.897159751275,37.4954310730883
대림3동 03구역,거주자우선,구간,,126.897193787197,37.4953500121314
대림3동 03구역,거주자우선,구간,,126.897634461252,37.4956049291139
대림3동 03구역,거주자우선,구간,,126.897600447218,37.4956702226012
대림3동 03구역,거주자우선,구간,,126.897583881585,37.4953796336665
대림3동 03구역,거주자우선,구간,,126.897541506431,37.4953570717615
대림3동 03구역,거주자우선,구간,,126.8974906532,37.4953322499689
대림3동 03구역,거주자우선,구간,,126.897400267398,37.4952736060853
대림3동 03구역,거주자우선,구간,,126.897329655708,37.4952262418999
대림3동 03구역,거주자우선,개별,,126.897011432535,37.4943272108851
대림3동 03구역,거주자우선,개별,,126.897056606147,37.4943700480709
대림3동 03구역,거주자우선,개별,,126.897782396053,37.4949247973177
대림3동 03구역,거주자우선,개별,,126.897601698923,37.4947534495913
대림3동 03구역,거주자우선,개별,,126.896447101078,37.4955971367572
대림3동 03구역,거주자우선,개별,,126.896381845062,37.4957660182394
대림3동 03구역,거주자우선,개별,,126.896356326666,37.4958200562375
대림3동 03구역,거주자우선,개별,,126.896333657109,37.495858329118
대림3동 03구역,거주자우선,개별,,126.896291098285,37.4959686650443
대림3동 03구역,거주자우선,개별,,126.896228687383,37.4961240338335
대림3동 03구역,거주자우선,개별,,126.896055691685,37.4965158194884
대림3동 03구역,거주자우선,개별,,126.896013147693,37.4966148927366
대림3동 03구역,거주자우선,개별,,126.896032790684,37.4967207782593
대림3동 03구역,거주자우선,구간,,126.89610801482,37.4934389282953
대림3동 03구역,거주자우선,구간,,126.896113706236,37.4934119030979
대림3동 03구역,거주자우선,구간,,126.896127875488,37.4933871378712
대림3동 03구역,거주자우선,구간,,126.896139217745,37.4933623701574
대림3동 03구역,거주자우선,구간,,126.89614773301,37.4933375999574
대림3동 03구역,거주자우선,구간,,126.896159078371,37.4933105797274
대림3동 03구역,거주자우선,구간,,126.89617041437,37.4932903170386
대림3동 03구역,거주자우선,구간,,126.896181750362,37.4932700543487
대림3동 03구역,거주자우선,구간,,126.896193086349,37.4932497916576
대림3동 03구역,거주자우선,구간,,126.89577094584,37.4939116599155
대림3동 03구역,거주자우선,구간,,126.895787948564,37.4938823921983
대림3동 03구역,거주자우선,구간,,126.895807772022,37.4938576319996
대림3동 03구역,거주자우선,구간,,126.895824768462,37.4938328693046
대림3동 03구역,거주자우선,구간,,126.89584176802,37.4938058540932
대림3동 03구역,거주자우선,구간,,126.895980550423,37.4936190174799
대림3동 04구역,거주자우선,구간,,126.90041649302,37.4954608934249
대림3동 04구역,거주자우선,구간,,126.900393795726,37.4955216922262
대림3동 04구역,거주자우선,구간,,126.900371116348,37.4955689759408
대림3동 04구역,거주자우선,구간,,126.900348421978,37.4956275222185
대림3동 04구역,거주자우선,구간,,126.900322897504,37.4956883186196
대림3동 04구역,거주자우선,구간,,126.900300200065,37.4957491174003
대림3동 04구역,거주자우선,구간,,126.900283174715,37.4957964058676
대림3동 04구역,거주자우선,구간,,126.900254823051,37.4958571998657
대림3동 04구역,거주자우선,구간,,126.900223671229,37.4958977188476
대림3동 04구역,거주자우선,구간,,126.900206642799,37.495947259816
대림3동 04구역,거주자우선,구간,,126.900195268518,37.4959968055584
대림3동 04구역,거주자우선,구간,,126.900161274526,37.4960485847013
대림3동 04구역,거주자우선,구간,,126.900147076109,37.4960958755356
대림3동 04구역,거주자우선,개별,,126.899850246801,37.496084361694
대림3동 04구역,거주자우선,개별,,126.899748501723,37.4960617502374
대림3동 04구역,거주자우선,구간,,126.90002510591,37.4963998620197
대림3동 04구역,거주자우선,구간,,126.900002420027,37.4964516506823
대림3동 04구역,거주자우선,구간,,126.899979737116,37.4965011868268
대림3동 04구역,거주자우선,개별,,126.90084624949,37.4975673571442
대림3동 04구역,거주자우선,개별,,126.90185757724,37.4981718757372
대림3동 04구역,거주자우선,개별,,126.899297651851,37.4970614837634
대림3동 04구역,거주자우선,개별,,126.899201559864,37.4970388766575
대림3동 04구역,거주자우선,개별,,126.899385617556,37.4989266412783
대림3동 04구역,거주자우선,개별,,126.899317538037,37.4990955218842
대림3동 04구역,거주자우선,개별,,126.899272163622,37.4991990988816
대림3동 04구역,거주자우선,개별,,126.899206947143,37.499340951681
대림3동 04구역,거주자우선,개별,,126.899187083986,37.4993949950833
대림3동 04구역,거주자우선,구간,,126.899144521279,37.4995098369986
대림3동 04구역,거주자우선,구간,,126.899121839903,37.4995571204385
대림3동 04구역,거주자우선,구간,,126.899096328246,37.4996066539707
대림3동 04구역,거주자우선,구간,,126.899070798364,37.4996697025687
대림3동 04구역,거주자우선,구간,,126.899045277537,37.4997259936246
대림3동 04구역,거주자우선,개별,,126.899022596033,37.4997732770435
대림3동 04구역,거주자우선,개별,,126.898974478539,37.4998137811646
대림3동 04구역,거주자우선,개별,,126.898960284726,37.4998565668002
대림3동 04구역,거주자우선,개별,,126.898926263837,37.4999263656446
대림3동 04구역,거주자우선,개별,,126.898745095825,37.5000928965643
대림3동 04구역,거주자우선,개별,,126.898637640928,37.500107445756
대림3동 04구역,거주자우선,개별,,126.8983297115,37.4999303587603
대림3동 04구역,거주자우선,개별,,126.898391822122,37.4999957351168
대림3동 04구역,거주자우선,개별,,126.898448278375,37.5000611065794
대림3동 04구역,거주자우선,개별,,126.898516055884,37.5001174776833
대림3동 04구역,거주자우선,개별,,126.898264782924,37.4998582224004
대림3동 04구역,거주자우선,개별,,126.898633592647,37.498919240842
대림3동 04구역,거주자우선,개별,,126.898613729189,37.4989732841513
대림3동 04구역,거주자우선,개별,,126.898593871795,37.4990228224324
대림3동 04구역,거주자우선,개별,,126.898894924339,37.5001042874635
대림3동 04구역,거주자우선,개별,,126.899013507643,37.5002237721547
대림3동 04구역,거주자우선,개별,,126.899072782762,37.5002959032693
대림3동 04구역,거주자우선,개별,,126.899120767176,37.5003545096266
대림3동 04구역,거주자우선,개별,,126.898960075302,37.5000119901163
대림3동 04구역,거주자우선,개별,,126.899228102762,37.5004289342076
대림3동 04구역,거주자우선,개별,,126.899259148066,37.5004695059427
대림3동 04구역,거주자우선,개별,,126.899304254059,37.5005664025105
대림3동 04구역,거주자우선,개별,,126.89935507818,37.500616001134
대림3동 04구역,거주자우선,개별,,126.89939460239,37.5006588325699
대림3동 04구역,거주자우선,개별,,126.899431302404,37.5006994090739
대림3동 04구역,거주자우선,개별,,126.899476472171,37.5007490028303
대림3동 04구역,거주자우선,개별,,126.899518799639,37.500809856722
대림3동 04구역,거주자우선,개별,,126.899549839223,37.5008549334016
대림3동 04구역,거주자우선,개별,,126.899827742056,37.500233475461
대림3동 04구역,거주자우선,개별,,126.899675001511,37.5002851536727
대림3동 04구역,거주자우선,개별,,126.900255174408,37.4998441521433
대림3동 04구역,거주자우선,개별,,126.899757970308,37.4995531569112
대림3동 04구역,거주자우선,개별,,126.899740946759,37.4995981927561
대림3동 04구역,거주자우선,개별,,126.899712593211,37.4996589865822
대림3동 04구역,거주자우선,개별,,126.89968420647,37.4997445580322
대림3동 04구역,거주자우선,개별,,126.899658701149,37.4997895866609
대림3동 04구역,거주자우선,개별,,126.899636016996,37.4998391227096
대림3동 04구역,거주자우선,개별,,126.899701046302,37.4998369254252
대림3동 04구역,거주자우선,개별,,126.89967835915,37.4998887139935
대림3동 04구역,거주자우선,개별,,126.899675194388,37.5001409929193
대림3동 04구역,거주자우선,개별,,126.899630027869,37.5000891467223
대림3동 04구역,거주자우선,개별,,126.89969673063,37.5009496638063
대림3동 04구역,거주자우선,개별,,126.899741903735,37.5009970049481
대림3동 04구역,거주자우선,개별,,126.899772952562,37.5010353240335
대림3동 04구역,거주자우선,개별,,126.899812471213,37.5010826603502
대림3동 04구역,거주자우선,개별,,126.899849102463,37.5011750444848
대림3동 04구역,거주자우선,개별,,126.899888630257,37.5012156232408
대림3동 04구역,거주자우선,구간,,126.8996904915,37.5013866462179
대림3동 04구역,거주자우선,구간,,126.899724446073,37.5013664024201
대림3동 04구역,거주자우선,구간,,126.899758391594,37.5013529161465
대림3동 04구역,거주자우선,구간,,126.899795161378,37.5013416847727
대림3동 04구역,거주자우선,구간,,126.899826291626,37.5013191860358
대림3동 04구역,거주자우선,구간,,126.899857409821,37.501305697336
대림3동 04구역,거주자우선,구간,,126.899823196506,37.5015196571457
대림3동 04구역,거주자우선,구간,,126.899859972379,37.5015039207296
대림3동 04구역,거주자우선,구간,,126.899885451098,37.5014791646729
대림3동 04구역,거주자우선,구간,,126.899919387622,37.5014724358873
대림3동 04구역,거주자우선,구간,,126.899944863304,37.5014499323289
대림3동 04구역,거주자우선,구간,,126.89995901178,37.5014409342562
대림3동 04구역,거주자우선,구간,,126.899981645127,37.501429690852
대림3동 04구역,거주자우선,구간,,126.899766759035,37.5014385187739
대림3동 04구역,거주자우선,개별,,126.90044296596,37.5010741833352
대림3동 04구역,거주자우선,개별,,126.900208742659,37.5007428661391
대림3동 04구역,거주자우선,개별,,126.900183468193,37.5006144514787
대림3동 04구역,거주자우선,개별,,126.899993909631,37.5007134017809
대림3동 04구역,거주자우선,개별,,126.900302302935,37.5005469764032
대림3동 04구역,거주자우선,개별,,126.900438124916,37.5004614954114
대림3동 04구역,거주자우선,개별,,126.900517374683,37.5003962392629
대림3동 04구역,거주자우선,개별,,126.900568318968,37.5003557368965
대림3동 04구역,거주자우선,개별,,126.900616480732,37.5002814444522
대림3동 04구역,거주자우선,개별,,126.900811843824,37.5000676197829
대림3동 04구역,거주자우선,개별,,126.900837327698,37.5000383584899
대림3동 04구역,거주자우선,개별,,126.900698217339,37.5004729769024
대림3동 04구역,거주자우선,개별,,126.900808542822,37.5004257667909
대림3동 04구역,거주자우선,개별,,126.900887830934,37.5003312277396
대림3동 04구역,거주자우선,개별,,126.900921784706,37.5003109835929
대림3동 04구역,거주자우선,개별,,126.900435028481,37.5006642190806
대림3동 04구역,거주자우선,개별,,126.900361471798,37.5007001972886
대림3동 04구역,거주자우선,개별,,126.900310533156,37.5007361945397
대림3동 04구역,거주자우선,개별,,126.901729751829,37.5007891914945
대림3동 04구역,거주자우선,개별,,126.901690134665,37.5008161887013
대림3동 04구역,거주자우선,개별,,126.901625048417,37.5008611848007
대림3동 04구역,거주자우선,개별,,,
대림3동 04구역,거주자우선,개별,,126.901571288914,37.5008926752175
대림3동 04구역,거주자우선,개별,,126.901534487078,37.5009286847736
대림3동 04구역,거주자우선,개별,,126.90148356068,37.5009556724833
대림3동 04구역,거주자우선,개별,,126.901435440793,37.500998430111
대림3동 04구역,거주자우선,개별,,126.901664594733,37.5008882478959
대림3동 04구역,거주자우선,개별,,126.901596681136,37.5009332416256
대림3동 04구역,거주자우선,개별,,126.901551391558,37.5009737491443
대림3동 04구역,거주자우선,개별,,126.901458017541,37.5010299841428
대림3동 04구역,거주자우선,개별,,126.901302360267,37.5011492374387
대림3동 04구역,거주자우선,개별,,126.901342060731,37.5010591700406
대림3동 04구역,거주자우선,개별,,126.901282634551,37.5010996656482
대림3동 04구역,거주자우선,개별,,126.901129804136,37.5012189210773
대림3동 04구역,거주자우선,개별,,126.901078871452,37.5012504136336
대림3동 04구역,거주자우선,개별,,126.901027926833,37.5012909162136
대림3동 04구역,거주자우선,개별,,126.900974166771,37.5013224063555
대림3동 04구역,거주자우선,개별,,126.900920394759,37.5013629065184
대림3동 04구역,거주자우선,개별,,126.900869458911,37.5013966514948
대림3동 04구역,거주자우선,개별,,126.900784476315,37.5015204684136
대림3동 04구역,거주자우선,개별,,126.900719371018,37.501578979075
대림3동 04구역,거주자우선,개별,,126.900665592716,37.5016239841423
대림3동 04구역,거주자우선,개별,,126.900611808378,37.5016734942073
대림3동 04구역,거주자우선,개별,,126.90057218437,37.5017049960563
대림3동 04구역,거주자우선,개별,,126.900529724063,37.5017432530449
대림3동 04구역,거주자우선,개별,,126.900481603126,37.5017860102769
대림3동 04구역,거주자우선,개별,,126.900433479143,37.5018310200001
대림3동 04구역,거주자우선,개별,,126.900405164203,37.5018625313235
대림3동 04구역,거주자우선,개별,,126.900311758273,37.5019412905163
대림3동 04구역,거주자우선,개별,,126.900257970477,37.5019930529279
대림3동 04구역,거주자우선,개별,,126.900198536975,37.502038053004
대림3동 04구역,거주자우선,개별,,126.900246730156,37.5019412356223
대림3동 04구역,거주자우선,개별,,126.900175978447,37.5019929836705
대림3동 04구역,거주자우선,개별,,126.900105187628,37.5020740143199
대림3동 04구역,거주자우선,개별,,126.900107954924,37.5021190669324
대림3동 04구역,거주자우선,구간,,126.900452211625,37.5026284255923
대림3동 04구역,거주자우선,구간,,126.900491836172,37.5025969237892
대림3동 04구역,거주자우선,구간,,126.900539960612,37.5025519140487
대림3동 04구역,거주자우선,구간,,126.900593739657,37.5025069090468
대림3동 04구역,거주자우선,구간,,126.900639024709,37.5024709069298
대림3동 04구역,거주자우선,구간,,126.90072394003,37.5023988978909
대림3동 04구역,거주자우선,구간,,126.900729600648,37.5023943976209
대림3동 04구역,거주자우선,구간,,126.900755067457,37.5023786514245
대림3동 04구역,거주자우선,구간,,126.900772043337,37.5023696556312
대림3동 04구역,거주자우선,구간,,126.900786194868,37.5023584049498
대림3동 04구역,거주자우선,구간,,126.90079751907,37.5023471518925
대림3동 04구역,거주자우선,구간,,126.900814506856,37.5023291460488
대림3동 04구역,거주자우선,구간,,126.900834313021,37.5023179001092
대림3동 04구역,거주자우선,구간,,126.900854128114,37.5022998966332
대림3동 04구역,거주자우선,구간,,126.900876761588,37.5022886530594
대림3동 04구역,거주자우선,구간,,126.900896576663,37.5022706495761
대림3동 04구역,거주자우선,구간,,126.900913558455,37.50225714874
대림3동 04구역,거주자우선,구간,,126.900936197859,37.5022414001325
대림3동 04구역,거주자우선,구간,,126.900958843203,37.5022211464985
대림3동 04구역,거주자우선,구간,,126.900978661216,37.5022008904901
대림3동 04구역,거주자우선,구간,,126.901004133856,37.5021806392171
대림3동 04구역,거주자우선,구간,,126.901026779164,37.5021603855697
대림3동 04구역,거주자우선,구간,,126.901055076121,37.5021423891655
대림3동 04구역,거주자우선,구간,,126.901055076121,37.5021423891655
대림3동 04구역,거주자우선,구간,,126.901077730319,37.5021153779748
대림3동 04구역,거주자우선,구간,,126.901106024276,37.5020996340693
대림3동 04구역,거주자우선,구간,,126.901128669532,37.5020793804021
대림3동 04구역,거주자우선,구간,,126.901154150998,37.5020523715627
대림3동 04구역,거주자우선,구간,,126.901176793258,37.5020343703972
대림3동 04구역,거주자우선,구간,,126.90132963712,37.5019061048812
대림3동 04구역,거주자우선,구간,,126.901346618751,37.5018926039818
대림3동 04구역,거주자우선,구간,,126.901369257954,37.5018768552901
대림3동 04구역,거주자우선,구간,,126.901397557684,37.5018566062914
대림3동 04구역,거주자우선,구간,,126.901420202788,37.5018363525672
대림3동 04구역,거주자우선,구간,,126.901437190309,37.5018183466321
대림3동 04구역,거주자우선,구간,,126.901462665654,37.5017958427473
대림3동 04구역,거주자우선,구간,,126.901485304803,37.5017800940329
대림3동 04구역,거주자우선,구간,,126.901507946901,37.5017620928029
대림3동 04구역,거주자우선,구간,,126.901530597863,37.5017373340346
대림3동 04구역,거주자우선,구간,,126.901558900454,37.5017148324853
대림3동 04구역,거주자우선,구간,,126.901581542515,37.5016968312409
대림3동 04구역,거주자우선,구간,,126.901604190477,37.5016743249694
대림3동 04구역,거주자우선,구간,,126.901629659813,37.5016563260706
대림3동 04구역,거주자우선,구간,,126.901649477496,37.5016360699473
대림3동 04구역,거주자우선,구간,,126.901669292214,37.5016180663318
대림3동 04구역,거주자우선,구간,,126.901689109875,37.5015978102017
대림3동 04구역,거주자우선,구간,,126.901706094325,37.5015820567383
대림3동 04구역,거주자우선,구간,,126.901757032874,37.5015460588905
대림3동 04구역,거주자우선,구간,,126.901774011396,37.50153481044
대림3동 04구역,거주자우선,구간,,126.901793820157,37.5015213118262
대림3동 04구역,거주자우선,구간,,126.901813634809,37.5015033081861
대림3동 04구역,거주자우선,구간,,126.90183062216,37.5014853021931
대림3동 04구역,거주자우선,구간,,126.901895723563,37.5014290434285
대림3동 04구역,거주자우선,구간,,126.901918353671,37.5014200521643
대림3동 04구역,거주자우선,구간,,126.901940998502,37.5013997983384
대림3동 04구역,거주자우선,구간,,126.901955146729,37.5013908000261
대림3동 04구역,거주자우선,구간,,126.901972134021,37.5013727940124
대림3동 04구역,거주자우선,구간,,126.902025887814,37.501345808439
대림3동 04구역,거주자우선,구간,,126.902048535536,37.5013233020807
대림3동 04구역,거주자우선,구간,,126.902068344192,37.5013098034201
대림3동 04구역,거주자우선,구간,,126.902096640578,37.501291806763
대림3동 04구역,거주자우선,구간,,126.902107961482,37.501282806089
대림3동 04구역,거주자우선,구간,,126.90213060034,37.5012670572492
여의동 01구역,거주자우선,개별,,126.923771968032,37.5305611125381
여의동 01구역,거주자우선,개별,,126.923817190216,37.5305926767618
여의동 01구역,거주자우선,개별,,126.923882202038,37.530633263737
여의동 01구역,거주자우선,개별,,126.923941561714,37.5306693420301
여의동 01구역,거주자우선,개별,,126.92399809305,37.5307054184729
여의동 01구역,거주자우선,개별,,126.924105517346,37.5307595476294
여의동 01구역,거주자우선,개별,,126.924147915953,37.5307866049049
여의동 01구역,거주자우선,개별,,126.924195971393,37.5308136657962
여의동 01구역,거주자우선,개별,,126.924238367785,37.5308429755407
여의동 01구역,거주자우선,개별,,126.924277940362,37.5308677784533
여의동 01구역,거주자우선,개별,,126.924311862987,37.5308858202227
여의동 01구역,거주자우선,개별,,126.923192522031,37.5301958315954
여의동 01구역,거주자우선,개별,,126.923249054957,37.5302296558973
여의동 01구역,거주자우선,개별,,126.923429953755,37.5303446509854
여의동 01구역,거주자우선,개별,,126.923492134466,37.5303874888444
여의동 01구역,거주자우선,개별,,126.923554322145,37.5304235691654
여의동 03구역,거주자우선,구간,,126.937996751309,37.5193497078043
여의동 03구역,거주자우선,구간,,126.938019389965,37.5193316996258
여의동 03구역,거주자우선,구간,,126.938044858439,37.5193114404197
여의동 03구역,거주자우선,구간,,126.938067497071,37.5192934322318
여의동 03구역,거주자우선,구간,,126.938092963659,37.5192754255218
여의동 03구역,거주자우선,구간,,126.938112778024,37.5192529108296
여의동 03구역,거주자우선,구간,,126.938129756974,37.5192394046791
여의동 03구역,거주자우선,구간,,126.938146739636,37.519221393513
여의동 03구역,거주자우선,구간,,126.938166552112,37.5192011313181
여의동 03구역,거주자우선,구간,,126.938186355286,37.5191921316532
여의동 03구역,거주자우선,구간,,126.938200509962,37.5191741189991
여의동 03구역,거주자우선,구간,,126.938223144801,37.5191606157942
여의동 03구역,거주자우선,구간,,126.938231647254,37.5191380951645
여의동 03구역,거주자우선,구간,,126.938254283933,37.5191223394469
여의동 03구역,거주자우선,구간,,126.938271262827,37.5191088332758
여의동 03구역,거주자우선,구간,,126.938282582087,37.5190998291603
여의동 03구역,거주자우선,구간,,126.938296734867,37.5190840690011
여의동 03구역,거주자우선,구간,,126.938310891351,37.5190638038266
여의동 03구역,거주자우선,구간,,126.93833352799,37.5190480480936
여의동 03구역,거주자우선,구간,,126.938347682603,37.5190300354213
여의동 03구역,거주자우선,구간,,126.938361835357,37.519014275254
여의동 03구역,거주자우선,구간,,126.93837881606,37.5189985165604
여의동 03구역,거주자우선,구간,,126.93839014455,37.5189782499007
여의동 03구역,거주자우선,구간,,126.938407128942,37.5189579861894
여의동 03구역,거주자우선,구간,,126.938424111473,37.5189399749824
여의동 03구역,거주자우선,구간,,126.93843543439,37.5189264658384
여의동 03구역,거주자우선,구간,,126.93845524671,37.518906203594
여의동 03구역,거주자우선,구간,,126.93847222552,37.5188926973934
여의동 03구역,거주자우선,구간,,126.938497691874,37.5188746905947
여의동 03구역,거주자우선,구간,,126.938517506011,37.5188521758329
여의동 03구역,거주자우선,구간,,126.938531658695,37.5188364156447
여의동 03구역,거주자우선,구간,,126.938545809526,37.5188229079616
여의동 03구역,거주자우선,구간,,126.938562786454,37.5188116542546
여의동 03구역,거주자우선,구간,,126.938574113019,37.5187936400834
여의동 03구역,거주자우선,구간,,126.938585434041,37.5187823834315
여의동 03구역,거주자우선,구간,,126.938596758751,37.5187666217649
여의동 03구역,거주자우선,구간,,126.938610907711,37.5187553665806
여의동 03구역,거주자우선,구간,,126.938625058513,37.5187418588878
여의동 03구역,거주자우선,구간,,126.938639212998,37.5187238461796
여의동 03구역,거주자우선,구간,,126.938656189889,37.518712592459
여의동 03구역,거주자우선,구간,,126.937931732283,37.5193203910559
여의동 03구역,거주자우선,구간,,126.937945885179,37.5193046309393
여의동 03구역,거주자우선,구간,,126.93796286417,37.5192911248131
여의동 03구역,거주자우선,구간,,126.937977015189,37.5192776171993
여의동 03구역,거주자우선,구간,,126.937988338238,37.5192641080991
여의동 03구역,거주자우선,구간,,126.938005317213,37.5192506019666
여의동 03구역,거주자우선,구간,,126.938019471943,37.5192325893344
여의동 03구역,거주자우선,구간,,126.938033626666,37.5192145767005
여의동 03구역,거주자우선,구간,,126.938047781383,37.5191965640648
여의동 03구역,거주자우선,구간,,126.938067592017,37.5191785543931
여의동 03구역,거주자우선,구간,,126.938081744858,37.5191627942598
여의동 03구역,거주자우선,구간,,126.938095895831,37.5191492866315
여의동 03구역,거주자우선,구간,,126.938110050521,37.5191312739881
여의동 03구역,거주자우선,구간,,126.938127033163,37.5191132628244
여의동 03구역,거주자우선,구간,,126.938146843757,37.5190952531392
여의동 03구역,거주자우선,구간,,126.938158168606,37.5190794915155
여의동 03구역,거주자우선,구간,,126.938177979183,37.519061481825
여의동 03구역,거주자우선,구간,,126.938194959935,37.519045723158
여의동 03구역,거주자우선,구간,,126.938209110866,37.5190322155158
여의동 03구역,거주자우선,구간,,126.938226095319,37.5190119518308
여의동 03구역,거주자우선,구간,,126.938240244382,37.5190006966915
여의동 03구역,거주자우선,구간,,126.938248739386,37.5189871860869
여의동 03구역,거주자우선,구간,,126.938262888441,37.5189759309449
여의동 03구역,거주자우선,구간,,126.938277037491,37.5189646758011
여의동 03구역,거주자우선,구간,,126.938291193957,37.5189444106286
여의동 03구역,거주자우선,구간,,126.938311000758,37.5189309059288
여의동 03구역,거주자우선,구간,,126.938322325548,37.5189151442889
여의동 03구역,거주자우선,구간,,126.938336481992,37.5188948791108
여의동 03구역,거주자우선,구간,,126.93835346082,37.5188813729273
여의동 03구역,거주자우선,구간,,126.938367615397,37.5188633602521
여의동 03구역,거주자우선,구간,,126.938384596064,37.5188476015572
여의동 03구역,거주자우선,구간,,126.938398750627,37.5188295888782
여의동 03구역,거주자우선,구간,,126.938412903332,37.5188138287042
여의동 03구역,거주자우선,구간,,126.93842705418,37.5188003210353
여의동 03구역,거주자우선,구간,,126.938446857217,37.5187913213259
여의동 03구역,거주자우선,구간,,126.938458185658,37.518771054659
여의동 03구역,거주자우선,구간,,126.938475166285,37.5187552959508
여의동 03구역,거주자우선,구간,,126.938489317111,37.5187417882743
여의동 03구역,거주자우선,구간,,126.938500639986,37.5187282791236
여의동 03구역,거주자우선,구간,,126.938517618747,37.518714772916
여의동 03구역,거주자우선,구간,,126.937912046625,37.5191874827604
여의동 03구역,거주자우선,구간,,126.937926195768,37.5191762276592
여의동 03구역,거주자우선,구간,,126.937943174733,37.5191627215354
여의동 03구역,거주자우선,구간,,126.937957327597,37.519146961417
여의동 03구역,거주자우선,구간,,126.937974308415,37.519131202782
여의동 03구역,거주자우선,구간,,126.937991289226,37.5191154441446
여의동 03구역,거주자우선,구간,,126.937999788016,37.5190974285448
여의동 03구역,거주자우선,구간,,126.938016768814,37.5190816699036
여의동 03구역,거주자우선,구간,,126.938033751467,37.5190636587531
여의동 03구역,거주자우선,구간,,126.938045076336,37.5190478971403
여의동 03구역,거주자우선,구간,,126.938070540983,37.519032142941
여의동 03구역,거주자우선,구간,,126.938081863978,37.5190186338312
여의동 03구역,거주자우선,구간,,126.938096018646,37.5190006211891
여의동 03구역,거주자우선,구간,,126.938107339771,37.5189893645835
여의동 03구역,거주자우선,구간,,126.938124320521,37.5189736059265
여의동 03구역,거주자우선,구간,,126.938132815543,37.5189600953302
여의동 03구역,거주자우선,구간,,126.93814696647,37.5189465876952
여의동 03구역,거주자우선,구간,,126.938169603108,37.5189308319933
